SPEC,species,family,pft,growth period,age,growingCondition,light,plant #,harvest #,m.rt,m.st,m.so,m.to,m.lf,m.br,m.to2,a.lf,ma.ilf,a.ilf,c.d,h.t,d.ba,d.cr,d.cr2,a.cp,r.st
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,3,7,2,0.29,0.46,2.179,2.472,1.72,,2.47,0.0401,0.043,80,15,22.5,0.24,37,27,0.0804,0.45
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,3,8,2,0.39,0.627,2.498,2.892,1.87,,2.89,0.0449,0.042,90,14,25,0.31,37,29,0.0855,0.33
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,3,9,2,0.34,0.696,3.102,3.44,2.41,,3.44,0.0573,0.042,95,15.5,26,0.3,48,33,0.1288,0.38
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,3,10,2,0.24,0.347,1.502,1.738,1.16,,1.74,0.0246,0.047,49,8,19.5,0.23,36,22,0.0661,0.43
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,3,11,2,0.1,0.092,0.408,0.505,0.32,,0.51,0.0063,0.05,16,6,11,0.13,20,12,0.0201,0.63
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,3,12,2,0.24,0.372,1.935,2.17,1.56,,2.17,0.0346,0.045,58,8,16,0.24,40,27,0.0881,0.51
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,1,2,0.72,1.082,4.109,4.825,3.03,,4.82,0.0687,0.044,114,25,32,0.34,50,43,0.1698,0.37
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,2,2,0.22,0.37,1.374,1.593,1,,1.59,0.0242,0.041,48,12,18,0.25,31,24,0.0594,0.42
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,3,2,0.53,0.726,3.394,3.921,2.67,,3.92,0.0608,0.044,101,14.5,22.5,0.3,44,30,0.1075,0.46
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,4,2,1.05,1.52,5.562,6.613,4.04,,6.61,0.0889,0.045,178,25.5,36,0.36,52,32,0.1385,0.41
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,5,2,0.88,1.792,5.222,6.098,3.43,,6.1,0.0788,0.044,131,42,50,0.38,66,47,0.2507,0.32
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,6,2,2.47,2.87,9.59,12.06,6.72,,12.06,0.1445,0.047,206,31,38.5,0.48,70,40,0.2376,0.41
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,7,2,1.06,1.296,5.448,6.505,4.15,,6.51,0.0868,0.048,145,18,26,0.3,49,50,0.1924,0.71
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,8,2,0.85,1.356,5.321,6.172,3.97,,6.17,0.088,0.045,147,26,34,0.35,59,36,0.1772,0.41
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,9,2,0.86,0.937,3.82,4.675,2.88,,4.68,0.0645,0.045,92,21.5,27,0.3,43,34,0.1164,0.49
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,10,2,0.84,1.1,4.463,5.303,3.36,,5.3,0.0757,0.044,126,19.5,29.5,0.35,46,40,0.1452,0.39
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,11,2,1.26,1.697,6.945,8.202,5.25,,8.2,0.1249,0.042,178,23.5,30,0.43,64,40,0.2124,0.39
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,6,12,2,1.02,0.819,3.113,4.129,2.29,,4.13,0.0527,0.044,88,15,23,0.33,46,31,0.1164,0.42
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,1,2,2.77,2.12,9.15,11.924,7.03,,11.92,0.1348,0.052,225,19.5,28.5,0.47,70,57,0.3167,0.43
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,2,2,2.15,2.65,10.193,12.347,7.54,,12.35,0.1409,0.054,235,29.5,34,0.48,44,62,0.2206,0.43
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,3,2,3.17,4.274,14.31,17.478,10.04,,17.48,0.2122,0.047,177,35.5,45,0.58,46,44,0.159,0.36
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,4,2,3.01,3.168,11.528,14.534,8.36,,14.53,0.1565,0.053,224,27.5,36,0.65,63,40,0.2083,0.27
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,5,2,4.49,4.312,15.341,19.827,11.03,,19.83,0.201,0.055,287,32,42,0.59,94,49,0.4015,0.38
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,6,2,4.28,3.424,11.911,16.189,8.49,,16.19,0.1303,0.065,186,31.5,40,0.57,65,38,0.2083,0.34
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,8,2,2.75,3.136,9.688,12.44,6.55,,12.44,0.1034,0.063,172,28,39,0.55,59,33,0.1662,0.34
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,9,2,3.52,4.396,15.799,19.317,11.4,,19.32,0.1939,0.059,323,17,37,0.6,72,44,0.2642,0.42
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,10,2,2.91,3.17,11.781,14.689,8.61,,14.69,0.1623,0.053,232,22,32,0.5,55,46,0.2003,0.5
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,11,2,1.89,2.308,8.442,10.33,6.13,,10.33,0.1219,0.05,174,29,39,0.47,60,47,0.2248,0.34
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,12,12,2,2.1,2.5,9.702,11.802,7.2,,11.8,0.1336,0.054,223,13,30,0.5,50,40,0.159,0.42
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,1,2,4.66,4.181,12.875,17.535,8.69,,17.53,0.1495,0.058,249,28,40.5,0.59,40,58,0.1886,0.38
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,2,2,4.97,4.494,14.385,19.357,9.89,,19.36,0.1795,0.055,138,35.5,43,0.64,60,37,0.1847,0.32
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,3,2,6.15,5.52,16.785,22.935,11.27,,22.94,0.2035,0.055,254,34,44,0.66,65,56,0.2875,0.37
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,4,2,3.18,2.95,9.129,12.309,6.18,,12.31,0.1234,0.05,176,22.5,31.5,0.59,58,33,0.1626,0.34
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,5,2,4.84,4.948,14.817,19.653,9.87,,19.65,0.1823,0.054,260,35,45,0.59,70,52,0.2922,0.4
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,6,2,6.6,5.715,14.78,21.375,9.07,,21.38,0.1632,0.056,272,34,43.5,0.75,65,40,0.2165,0.3
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,7,2,6.31,5.81,21.164,27.469,15.35,,27.47,0.2555,0.06,365,31,40,0.74,62,57,0.2781,0.34
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,8,2,7.21,6.905,27.22,34.429,20.32,,34.43,0.3009,0.068,376,29,37,0.67,65,57,0.2922,0.53
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,9,2,5.17,6.435,19.264,24.434,12.83,,24.43,0.2254,0.057,322,39,48,0.78,75,60,0.3578,0.28
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,10,2,5.01,4.406,14.499,19.509,10.09,,19.51,0.1763,0.057,252,23,35,0.65,60,40,0.1963,0.38
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,11,2,5.39,4.238,12.817,18.207,8.58,,18.21,0.1521,0.056,217,31,41,0.63,77,45,0.2922,0.33
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,25,12,2,4.98,4.022,13.201,18.183,9.18,,18.18,0.1646,0.056,206,30,36,0.67,65,43,0.229,0.32
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,1,2,2.42,2.52,7.76,10.184,5.24,,10.18,0.0587,0.089,117,17.5,29.5,0.5,47,30,0.1164,0.44
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,2,2,1.73,1.606,6.028,7.755,4.42,,7.76,0.0578,0.076,96,19.5,28.5,0.44,50,35,0.1419,0.37
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,3,2,4.4,3.664,12.985,17.381,9.32,,17.38,0.1086,0.086,155,25,33,0.67,43,30,0.1046,0.31
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,4,2,7.38,3.864,11.906,19.286,8.04,,19.29,0.118,0.068,147,19,26,0.68,25,35,0.0707,0.41
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,5,2,6.02,3.532,12.647,18.667,9.12,,18.67,0.1359,0.067,194,22.5,31.5,0.6,55,29,0.1385,0.4
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,6,2,1.97,1.299,3.729,5.699,2.43,,5.7,0.0288,0.085,72,11,21.5,0.39,37,20,0.0638,0.51
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,7,2,8.92,4.694,16.7,25.615,12.01,,25.62,0.186,0.065,266,20,29,0.73,56,40,0.181,0.39
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,8,2,8.35,5.025,17.326,25.671,12.3,,25.67,0.1664,0.074,277,21,29.5,0.72,56,37,0.1698,0.42
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,9,2,4.99,4.444,14.148,19.14,9.7,,19.14,0.1353,0.072,169,21,33,0.64,47,34,0.1288,0.42
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,10,2,2.27,1.845,5.975,8.241,4.13,,8.24,0.0463,0.089,116,14,24.5,0.44,38,23,0.0731,0.5
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,11,2,9.67,6.255,21.653,31.318,15.4,,31.32,0.1917,0.08,213,20,31.5,0.8,50,35,0.1419,0.4
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,50,12,2,3.05,3.25,10.082,13.132,6.83,,13.13,0.0899,0.076,150,20.5,32,0.54,40,42,0.132,0.44
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,1,2,0.79,0.579,1.31,2.102,0.73,,2.1,0.0075,0.098,25,0,17,0.29,15,20,0.0241,0.52
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,2,2,0.79,0.61,1.378,2.168,0.77,,2.17,0.0098,0.078,33,2,17,0.27,24,13,0.0269,0.63
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,3,2,0.98,1.105,2.417,3.398,1.31,,3.4,0.0133,0.099,44,1.5,21.5,0.36,33,17,0.0491,0.5
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,5,2,2.08,1.468,4.995,7.075,3.53,,7.08,0.0435,0.081,73,7.5,11,0.41,28,22,0.0491,1.01
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,6,2,0.75,0.494,1.022,1.77,0.53,,1.77,0.0056,0.093,19,2,15,0.25,23,10,0.0214,0.67
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,8,2,0.63,0.394,0.804,1.431,0.41,,1.43,0.0041,0.1,14,1,11.5,0.24,21,6,0.0143,0.76
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,9,2,2.55,1.861,6.724,9.272,4.86,,9.27,0.0603,0.081,121,9,19.5,0.48,40,24,0.0804,0.53
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,10,2,3,3.788,9.78,12.776,5.99,,12.78,0.0627,0.096,125,8,25,0.59,45,20,0.083,0.55
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,11,2,1.53,1.078,4.635,6.164,3.56,,6.16,0.0466,0.076,93,3,17,0.37,30,20,0.0491,0.59
PSC,Tachigali vasquezii,Fabaceae,EA,189,,CG,100,12,2,5.37,3.568,13.85,19.22,10.28,,19.22,0.1143,0.09,190,10,21,0.64,40,23,0.0779,0.53
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,1,1,0.046,0.057,0.184,0.23,0.127,,0.23,0.0033,0.038,8.3,,12.4,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,2,1,0.054,0.046,0.183,0.237,0.137,,0.24,0.0033,0.042,11,,9.4,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,3,1,0.043,0.057,0.181,0.224,0.124,,0.22,0.0035,0.035,11.8,,10.2,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,4,1,0.05,0.071,0.219,0.269,0.148,,0.27,0.0042,0.035,14.2,,12.1,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,5,1,0.087,0.062,0.245,0.332,0.183,,0.33,0.0055,0.033,13.7,,10.8,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,6,1,0.068,0.049,0.163,0.231,0.114,,0.23,0.0029,0.039,9.7,,8,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,7,1,0.058,0.07,0.228,0.286,0.158,,0.29,0.0043,0.036,10.8,,10.4,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,3,8,1,0.065,0.042,0.162,0.227,0.12,,0.23,0.0029,0.041,7.4,,8.2,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,1,1,0.067,0.049,0.206,0.273,0.157,,0.27,0.005,0.031,12.6,,8.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,2,1,0.103,0.092,0.297,0.4,0.205,,0.4,0.0056,0.037,14,,12,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,3,1,0.099,0.097,0.388,0.487,0.291,,0.49,0.0076,0.038,19,,14,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,4,1,0.09,0.077,0.313,0.403,0.236,,0.4,0.0069,0.034,17.3,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,5,1,0.112,0.092,0.331,0.443,0.239,,0.44,0.0061,0.039,15.2,,13.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,6,1,0.082,0.081,0.281,0.363,0.2,,0.36,0.0054,0.037,13.5,,14,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,7,1,0.106,0.119,0.437,0.543,0.318,,0.54,0.0082,0.039,20.6,,14.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,6,8,1,0.076,0.087,0.325,0.401,0.238,,0.4,0.0072,0.033,18,,13,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,1,1,0.106,0.101,0.378,0.484,0.277,,0.48,0.0071,0.039,17.8,,12,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,2,1,0.11,0.093,0.336,0.446,0.243,,0.45,0.0069,0.035,17.2,,13,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,3,1,0.134,0.096,0.343,0.477,0.247,,0.48,0.0064,0.039,21.2,,12.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,4,1,0.087,0.073,0.286,0.373,0.213,,0.37,0.0057,0.037,19.1,,10.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,5,1,0.128,0.12,0.418,0.546,0.298,,0.55,0.0084,0.036,20.9,,14,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,6,1,0.113,0.103,0.353,0.466,0.25,,0.47,0.0067,0.037,16.8,,13.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,7,1,0.093,0.089,0.329,0.422,0.24,,0.42,0.0073,0.033,18.2,,14,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,12,8,1,0.121,0.119,0.377,0.498,0.258,,0.5,0.0064,0.04,16.1,,14,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,1,1,0.184,0.11,0.415,0.599,0.305,,0.6,0.0064,0.048,16.1,,12,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,2,1,0.164,0.136,0.471,0.635,0.335,,0.64,0.0071,0.047,17.8,,13,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,3,1,0.185,0.173,0.526,0.711,0.353,,0.71,0.0082,0.043,20.6,,15,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,4,1,0.17,0.132,0.466,0.636,0.334,,0.64,0.0077,0.043,19.4,,14,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,5,1,0.13,0.164,0.404,0.534,0.24,,0.53,0.0063,0.038,15.8,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,6,1,0.045,0.06,0.208,0.253,0.148,,0.25,0.0043,0.034,10.8,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,7,1,0.129,0.087,0.354,0.483,0.267,,0.48,0.0063,0.042,15.8,,10.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,25,8,1,0.118,0.111,0.323,0.441,0.212,,0.44,0.0052,0.041,12.9,,12.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,1,1,0.122,0.098,0.313,0.435,0.215,,0.44,0.0053,0.04,13.3,,12,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,2,1,0.126,0.097,0.331,0.457,0.234,,0.46,0.006,0.039,15.1,,11.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,3,1,0.181,0.12,0.434,0.615,0.314,,0.62,0.0068,0.046,17.1,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,4,1,0.228,0.172,0.563,0.791,0.391,,0.79,0.0086,0.045,17.2,,13.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,5,1,0.108,0.098,0.344,0.452,0.246,,0.45,0.006,0.041,15,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,6,1,0.097,0.082,0.259,0.356,0.177,,0.36,0.0038,0.047,9.5,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,7,1,0.279,0.136,0.496,0.775,0.36,,0.78,0.0083,0.043,20.8,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,50,8,1,0.216,0.14,0.43,0.646,0.29,,0.65,0.0056,0.052,14,,12,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,1,1,0.165,0.112,0.351,0.516,0.239,,0.52,0.0054,0.044,13.5,,10.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,2,1,0.224,0.103,0.348,0.572,0.245,,0.57,0.005,0.049,12.5,,9.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,3,1,0.234,0.168,0.583,0.817,0.415,,0.82,0.0081,0.051,20.3,,11.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,4,1,0.234,0.124,0.446,0.68,0.322,,0.68,0.0068,0.047,17,,10.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,5,1,0.182,0.109,0.353,0.535,0.244,,0.54,0.005,0.049,9.9,,10.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,6,1,0.178,0.138,0.431,0.609,0.293,,0.61,0.0071,0.041,17.7,,11.5,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,7,1,0.182,0.12,0.387,0.569,0.267,,0.57,0.0058,0.046,14.5,,11,,,,,
PSC,Tachigali vasquezii,Fabaceae,EA,0,,CG,100,8,1,0.227,0.142,0.472,0.699,0.33,,0.7,0.007,0.047,17.5,,12.5,,,,,
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,1,2,4.69,5.74,13.654,18.346,7.91,,21.28,0.1455,0.054,48.5,64.5,74,0.65,42,51,0.169822718,0.23
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,2,2,1.6,3.36,7.586,9.19,4.23,,10.38,0.0717,0.059,34.2,51.5,62,0.47,34,32,0.08552986,0.31
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,3,2,2.78,3.6,9.577,12.361,5.98,,13.9,0.0973,0.061,42.3,61.2,68,0.5,42,25,0.088141309,0.27
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,4,2,2.37,4.942,11.574,13.946,6.63,,16.34,0.1079,0.061,40,51,62,0.58,35,30,0.082957681,0.3
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,5,2,2.83,5.65,12.753,15.583,7.1,,16.98,0.1226,0.058,45.4,72.5,80,0.58,44,36,0.125663706,0.27
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,6,2,2.54,4.434,10.916,13.458,6.48,,15.19,0.1047,0.062,47.6,56.5,61.5,0.59,38,34,0.101787602,0.26
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,7,2,2.94,4.862,10.283,13.227,5.42,,15.31,0.0916,0.059,41.6,53,63.5,0.57,45,30,0.110446617,0.3
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,8,2,1.77,2.394,5.763,7.536,3.37,,8.98,0.055,0.061,30.6,31.5,38,0.47,35,22,0.063793966,0.36
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,9,2,3.5,5.13,11.184,14.688,6.05,,16.69,0.1068,0.057,48.5,59.5,68,0.56,52,38,0.159043128,0.31
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,10,2,2.63,6.175,12.824,15.458,6.65,,17.02,0.1244,0.053,56.6,73,81.5,0.62,54,42,0.180955737,0.25
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,3,11,2,2.31,3.56,8.256,10.566,4.7,,12.51,0.0751,0.063,30,47,52.5,0.52,35,33,0.090792028,0.32
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,1,2,5.48,6.625,13.974,19.454,7.35,,22.22,0.1153,0.064,46.1,56,68,0.66,44,47,0.162597055,0.28
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,2,2,4.43,7.005,15.814,20.246,8.81,,22.95,0.1441,0.061,57.6,57,74,0.65,47,34,0.128824934,0.29
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,3,2,5.73,5.915,12.332,18.057,6.42,,20.34,0.1045,0.061,43.5,65,73.5,0.63,36,40,0.113411495,0.26
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,4,2,7.83,8.915,18.229,26.054,9.31,,29.57,0.143,0.065,38.7,59,71,0.75,52,35,0.148616967,0.28
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,5,2,9.89,11.73,21.458,31.348,9.73,,35.88,0.1503,0.065,42.9,77.5,92,0.79,55,40,0.177205461,0.26
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,6,2,3.13,7.09,12.463,15.589,5.37,,17.32,0.0853,0.063,65.6,40,81,0.66,50,35,0.141862543,0.26
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,7,2,7.2,10.78,20.929,28.124,10.15,,31.4,0.1651,0.061,38.4,73,86.5,0.76,48,50,0.188574099,0.27
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,6,8,2,6.35,11.14,21.224,27.574,10.08,,31.98,0.1559,0.065,39,85.5,93.5,0.79,40,33,0.10463467,0.24
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,1,2,6.89,6.25,10.402,17.287,4.15,,20.71,0.0619,0.067,44.2,18.5,61,0.62,35,35,0.096211275,0.34
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,2,2,11.65,10,17.746,29.396,7.75,,34.16,0.1068,0.072,39.6,58,70.5,0.81,38,38,0.113411495,0.28
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,3,2,19.06,17.04,30.485,49.545,13.44,,55.76,0.1912,0.07,51.7,82,91,0.97,50,37,0.148616967,0.25
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,4,2,15.06,7.86,15.447,30.507,7.59,,35.18,0.1107,0.069,69.2,41,58,0.79,34,40,0.107521009,0.28
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,5,2,10.09,9.16,18.613,28.703,9.45,,31.36,0.1368,0.069,41.5,54.5,66,0.79,40,40,0.125663706,0.28
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,6,2,14.16,16.46,27.529,41.689,11.07,,46.46,0.1513,0.073,52.2,62.5,92,0.96,47,30,0.116415643,0.25
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,7,2,7.1,7.835,13.401,20.496,5.57,,25.19,0.0698,0.08,22.5,59,70,0.68,30,30,0.070685835,0.31
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,12,8,2,12.93,10.94,20.953,33.883,10.01,,38.37,0.1348,0.074,61.3,62,75,0.85,48,25,0.10463467,0.26
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,1,2,10.37,14.61,25.262,35.632,10.65,,42.54,0.1424,0.075,41.9,70,82,0.99,42,28,0.096211275,0.23
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,2,2,15.31,23.42,36.491,51.801,13.07,,59.37,0.1769,0.074,29.5,55.5,70,1.21,53,52,0.216475369,0.29
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,3,2,6.79,6.345,11.58,18.365,5.23,,21.09,0.0726,0.072,31.6,47.5,57,0.72,36,28,0.080424772,0.27
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,4,2,17.22,11.01,16.268,33.488,5.26,,38.03,0.0689,0.076,32.8,50.5,61,1.03,32,32,0.080424772,0.22
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,5,2,12.41,12.52,29.826,42.236,17.31,,47.44,0.2062,0.084,64.4,44.5,57,1,52,48,0.196349541,0.28
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,6,2,12.87,11.81,24.14,37.01,12.33,,41.8,0.1673,0.074,36.4,61,68,0.9,52,39,0.162597055,0.27
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,7,2,13.2,12.95,22.691,35.891,9.74,,42.25,0.1155,0.084,17.8,57,63,0.99,48,42,0.159043128,0.27
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,8,2,12.99,11.6,21.299,34.289,9.7,,39.76,0.1266,0.077,50.6,47.5,60,0.98,49,39,0.152053084,0.26
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,25,9,2,10.05,5.26,11.027,21.077,5.77,,24.5,0.0787,0.073,35.8,45,55,0.63,30,37,0.088141309,0.31
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,50,1,2,21.76,18.54,29.794,51.554,11.25,,57.14,0.1527,0.074,61.1,49,62,1.12,44,47,0.162597055,0.3
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,50,2,2,21.18,15.49,30.009,51.189,14.52,,55.93,0.1693,0.086,45.8,57.5,64,1.02,50,49,0.192442185,0.3
ALM,Berholletia excelsa,Lecythidaceae,EA,172,,CG,50,3,2,12.67,14.78,25.467,38.137,10.69,,44.61,0.131,0.082,29.8,60,72,1.01,46,30,0.113411495,0.26
